Transaction ID,Transaction Date,Store ID,Region,City,State,Product ID,Product Name,Category,Type,Cost per Unit,Price per Unit,Quantity Sold,Total Cost,Total Revenue,Profit
36168,5/12/2021,S009,Central,Putrajaya,WP Putrajaya,P012,Matcha Green Tea,Tea,Green Tea,35,50,4,140,200,60
36169,5/12/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P012,Matcha Green Tea,Tea,Green Tea,35,50,4,140,200,60
36170,5/12/2021,S001,Northern,Alor Setar,Kedah,P010,English Breakfast Tea,Tea,Black Tea,18,25,9,162,225,63
36171,5/12/2021,S011,Southern,Iskandar Puteri,Johor,P011,Earl Grey Tea,Tea,Black Tea,20,28,11,220,308,88
36172,5/12/2021,S010,Southern,Johor Bahru,Johor,P011,Earl Grey Tea,Tea,Black Tea,20,28,1,20,28,8
36173,5/12/2021,S015,Southern,Seremban 2,Negeri Sembilan,P011,Earl Grey Tea,Tea,Black Tea,20,28,11,220,308,88
36174,5/12/2021,S007,Central,Cyberjaya,Selangor,P011,Earl Grey Tea,Tea,Black Tea,20,28,4,80,112,32
36175,5/12/2021,S007,Central,Cyberjaya,Selangor,P011,Earl Grey Tea,Tea,Black Tea,20,28,3,60,84,24
36176,5/12/2021,S006,Central,Shah Alam,Selangor,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,1,10,15,5
36177,5/12/2021,S004,Northern,Taiping,Perak,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,1,10,15,5
36178,5/12/2021,S001,Northern,Alor Setar,Kedah,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,9,90,135,45
36179,5/12/2021,S018,East Coast,Kuala Terengganu,Terengganu,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,5,50,75,25
36180,5/12/2021,S013,Southern,Melaka,Melaka,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,4,40,60,20
36181,5/12/2021,S010,Southern,Johor Bahru,Johor,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,5,50,75,25
36182,5/12/2021,S014,Southern,Seremban,Negeri Sembilan,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,5,50,75,25
36183,5/12/2021,S002,Northern,George Town,Penang,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,5,60,90,30
36184,5/12/2021,S003,Northern,Ipoh,Perak,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,5,60,90,30
36185,5/12/2021,S004,Northern,Taiping,Perak,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,1,12,18,6
36186,5/12/2021,S019,East Coast,Kuantan,Pahang,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,10,120,180,60
36187,5/12/2021,S003,Northern,Ipoh,Perak,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,1,8,12,4
36188,5/12/2021,S002,Northern,George Town,Penang,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,4,32,48,16
36189,5/12/2021,S014,Southern,Seremban,Negeri Sembilan,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,10,80,120,40
36190,5/12/2021,S011,Southern,Iskandar Puteri,Johor,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,5,40,60,20
36191,6/12/2021,S013,Southern,Melaka,Melaka,P003,Dark Roast Beans,Coffee,Beans,42,55,2,84,110,26
36192,6/12/2021,S002,Northern,George Town,Penang,P003,Dark Roast Beans,Coffee,Beans,42,55,4,168,220,52
36193,6/12/2021,S003,Northern,Ipoh,Perak,P003,Dark Roast Beans,Coffee,Beans,42,55,4,168,220,52
36194,6/12/2021,S009,Central,Putrajaya,WP Putrajaya,P003,Dark Roast Beans,Coffee,Beans,42,55,5,210,275,65
36195,6/12/2021,S008,Central,Petaling Jaya,Selangor,P001,Arabica Coffee Beans,Coffee,Beans,45,60,1,45,60,15
36196,6/12/2021,S012,Southern,Senai,Johor,P001,Arabica Coffee Beans,Coffee,Beans,45,60,4,180,240,60
36197,6/12/2021,S011,Southern,Iskandar Puteri,Johor,P001,Arabica Coffee Beans,Coffee,Beans,45,60,1,45,60,15
36198,6/12/2021,S016,Southern,Sendayan,Negeri Sembilan,P001,Arabica Coffee Beans,Coffee,Beans,45,60,4,180,240,60
36199,6/12/2021,S015,Southern,Seremban 2,Negeri Sembilan,P002,Robusta Coffee Beans,Coffee,Beans,38,50,8,304,400,96
36200,6/12/2021,S002,Northern,George Town,Penang,P002,Robusta Coffee Beans,Coffee,Beans,38,50,6,228,300,72
36201,6/12/2021,S004,Northern,Taiping,Perak,P002,Robusta Coffee Beans,Coffee,Beans,38,50,1,38,50,12
36202,6/12/2021,S001,Northern,Alor Setar,Kedah,P005,Robusta Ground Coffee,Coffee,Ground,26,35,4,104,140,36
36203,6/12/2021,S009,Central,Putrajaya,WP Putrajaya,P005,Robusta Ground Coffee,Coffee,Ground,26,35,5,130,175,45
36204,6/12/2021,S007,Central,Cyberjaya,Selangor,P005,Robusta Ground Coffee,Coffee,Ground,26,35,2,52,70,18
36205,6/12/2021,S008,Central,Petaling Jaya,Selangor,P005,Robusta Ground Coffee,Coffee,Ground,26,35,4,104,140,36
36206,6/12/2021,S010,Southern,Johor Bahru,Johor,P005,Robusta Ground Coffee,Coffee,Ground,26,35,4,104,140,36
36207,6/12/2021,S002,Northern,George Town,Penang,P004,Arabica Ground Coffee,Coffee,Ground,30,40,12,360,480,120
36208,6/12/2021,S017,East Coast,Kota Bharu,Kelantan,P004,Arabica Ground Coffee,Coffee,Ground,30,40,4,120,160,40
36209,6/12/2021,S010,Southern,Johor Bahru,Johor,P004,Arabica Ground Coffee,Coffee,Ground,30,40,5,150,200,50
36210,6/12/2021,S011,Southern,Iskandar Puteri,Johor,P004,Arabica Ground Coffee,Coffee,Ground,30,40,5,150,200,50
36211,6/12/2021,S013,Southern,Melaka,Melaka,P006,Instant Coffee,Coffee,Instant,18,25,8,144,200,56
36212,6/12/2021,S019,East Coast,Kuantan,Pahang,P006,Instant Coffee,Coffee,Instant,18,25,5,90,125,35
36213,6/12/2021,S004,Northern,Taiping,Perak,P006,Instant Coffee,Coffee,Instant,18,25,8,144,200,56
36214,6/12/2021,S004,Northern,Taiping,Perak,P013,Oolong Tea,Tea,Oolong Tea,32,45,7,224,315,91
36215,6/12/2021,S016,Southern,Sendayan,Negeri Sembilan,P013,Oolong Tea,Tea,Oolong Tea,32,45,4,128,180,52
36216,6/12/2021,S013,Southern,Melaka,Melaka,P013,Oolong Tea,Tea,Oolong Tea,32,45,4,128,180,52
36217,6/12/2021,S016,Southern,Sendayan,Negeri Sembilan,P012,Matcha Green Tea,Tea,Green Tea,35,50,4,140,200,60
36218,6/12/2021,S003,Northern,Ipoh,Perak,P012,Matcha Green Tea,Tea,Green Tea,35,50,7,245,350,105
36219,6/12/2021,S006,Central,Shah Alam,Selangor,P012,Matcha Green Tea,Tea,Green Tea,35,50,2,70,100,30
36220,6/12/2021,S004,Northern,Taiping,Perak,P010,English Breakfast Tea,Tea,Black Tea,18,25,5,90,125,35
36221,6/12/2021,S004,Northern,Taiping,Perak,P010,English Breakfast Tea,Tea,Black Tea,18,25,10,180,250,70
36222,6/12/2021,S002,Northern,George Town,Penang,P010,English Breakfast Tea,Tea,Black Tea,18,25,5,90,125,35
36223,6/12/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P010,English Breakfast Tea,Tea,Black Tea,18,25,4,72,100,28
36224,6/12/2021,S001,Northern,Alor Setar,Kedah,P010,English Breakfast Tea,Tea,Black Tea,18,25,1,18,25,7
36225,6/12/2021,S007,Central,Cyberjaya,Selangor,P010,English Breakfast Tea,Tea,Black Tea,18,25,4,72,100,28
36226,6/12/2021,S010,Southern,Johor Bahru,Johor,P010,English Breakfast Tea,Tea,Black Tea,18,25,6,108,150,42
36227,6/12/2021,S016,Southern,Sendayan,Negeri Sembilan,P011,Earl Grey Tea,Tea,Black Tea,20,28,6,120,168,48
36228,6/12/2021,S015,Southern,Seremban 2,Negeri Sembilan,P011,Earl Grey Tea,Tea,Black Tea,20,28,4,80,112,32
36229,6/12/2021,S004,Northern,Taiping,Perak,P011,Earl Grey Tea,Tea,Black Tea,20,28,12,240,336,96
36230,6/12/2021,S001,Northern,Alor Setar,Kedah,P011,Earl Grey Tea,Tea,Black Tea,20,28,2,40,56,16
36231,6/12/2021,S006,Central,Shah Alam,Selangor,P011,Earl Grey Tea,Tea,Black Tea,20,28,3,60,84,24
36232,6/12/2021,S018,East Coast,Kuala Terengganu,Terengganu,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,1,10,15,5
36233,6/12/2021,S013,Southern,Melaka,Melaka,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,9,90,135,45
36234,6/12/2021,S010,Southern,Johor Bahru,Johor,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,4,40,60,20
36235,6/12/2021,S012,Southern,Senai,Johor,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,5,50,75,25
36236,6/12/2021,S016,Southern,Sendayan,Negeri Sembilan,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,5,50,75,25
36237,6/12/2021,S014,Southern,Seremban,Negeri Sembilan,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,5,50,75,25
36238,6/12/2021,S014,Southern,Seremban,Negeri Sembilan,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,4,40,60,20
36239,6/12/2021,S009,Central,Putrajaya,WP Putrajaya,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,1,12,18,6
36240,6/12/2021,S001,Northern,Alor Setar,Kedah,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,4,32,48,16
36241,6/12/2021,S019,East Coast,Kuantan,Pahang,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,5,40,60,20
36242,6/12/2021,S007,Central,Cyberjaya,Selangor,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,5,40,60,20
36243,6/12/2021,S007,Central,Cyberjaya,Selangor,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,4,32,48,16
36244,6/12/2021,S007,Central,Cyberjaya,Selangor,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,4,32,48,16
36245,6/12/2021,S007,Central,Cyberjaya,Selangor,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,5,40,60,20
36246,6/12/2021,S014,Southern,Seremban,Negeri Sembilan,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,9,72,108,36
36247,6/12/2021,S012,Southern,Senai,Johor,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,11,88,132,44
36248,6/12/2021,S011,Southern,Iskandar Puteri,Johor,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,1,8,12,4
36249,6/12/2021,S011,Southern,Iskandar Puteri,Johor,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,3,24,36,12
36250,7/12/2021,S018,East Coast,Kuala Terengganu,Terengganu,P003,Dark Roast Beans,Coffee,Beans,42,55,9,378,495,117
36251,7/12/2021,S019,East Coast,Kuantan,Pahang,P003,Dark Roast Beans,Coffee,Beans,42,55,4,168,220,52
36252,7/12/2021,S007,Central,Cyberjaya,Selangor,P003,Dark Roast Beans,Coffee,Beans,42,55,5,210,275,65
36253,7/12/2021,S008,Central,Petaling Jaya,Selangor,P001,Arabica Coffee Beans,Coffee,Beans,45,60,5,225,300,75
36254,7/12/2021,S012,Southern,Senai,Johor,P001,Arabica Coffee Beans,Coffee,Beans,45,60,4,180,240,60
36255,7/12/2021,S010,Southern,Johor Bahru,Johor,P001,Arabica Coffee Beans,Coffee,Beans,45,60,9,405,540,135
36256,7/12/2021,S010,Southern,Johor Bahru,Johor,P001,Arabica Coffee Beans,Coffee,Beans,45,60,5,225,300,75
36257,7/12/2021,S014,Southern,Seremban,Negeri Sembilan,P001,Arabica Coffee Beans,Coffee,Beans,45,60,4,180,240,60
36258,7/12/2021,S015,Southern,Seremban 2,Negeri Sembilan,P002,Robusta Coffee Beans,Coffee,Beans,38,50,8,304,400,96
36259,7/12/2021,S009,Central,Putrajaya,WP Putrajaya,P005,Robusta Ground Coffee,Coffee,Ground,26,35,1,26,35,9
36260,7/12/2021,S007,Central,Cyberjaya,Selangor,P005,Robusta Ground Coffee,Coffee,Ground,26,35,8,208,280,72
36261,7/12/2021,S014,Southern,Seremban,Negeri Sembilan,P005,Robusta Ground Coffee,Coffee,Ground,26,35,4,104,140,36
36262,7/12/2021,S011,Southern,Iskandar Puteri,Johor,P005,Robusta Ground Coffee,Coffee,Ground,26,35,1,26,35,9
36263,7/12/2021,S010,Southern,Johor Bahru,Johor,P005,Robusta Ground Coffee,Coffee,Ground,26,35,3,78,105,27
36264,7/12/2021,S004,Northern,Taiping,Perak,P004,Arabica Ground Coffee,Coffee,Ground,30,40,1,30,40,10
36265,7/12/2021,S019,East Coast,Kuantan,Pahang,P004,Arabica Ground Coffee,Coffee,Ground,30,40,2,60,80,20
36266,7/12/2021,S008,Central,Petaling Jaya,Selangor,P004,Arabica Ground Coffee,Coffee,Ground,30,40,4,120,160,40
36267,7/12/2021,S011,Southern,Iskandar Puteri,Johor,P004,Arabica Ground Coffee,Coffee,Ground,30,40,5,150,200,50
36268,7/12/2021,S015,Southern,Seremban 2,Negeri Sembilan,P006,Instant Coffee,Coffee,Instant,18,25,9,162,225,63
36269,7/12/2021,S014,Southern,Seremban,Negeri Sembilan,P006,Instant Coffee,Coffee,Instant,18,25,5,90,125,35
36270,7/12/2021,S019,East Coast,Kuantan,Pahang,P006,Instant Coffee,Coffee,Instant,18,25,8,144,200,56
36271,7/12/2021,S001,Northern,Alor Setar,Kedah,P006,Instant Coffee,Coffee,Instant,18,25,7,126,175,49
36272,7/12/2021,S001,Northern,Alor Setar,Kedah,P006,Instant Coffee,Coffee,Instant,18,25,5,90,125,35
36273,7/12/2021,S003,Northern,Ipoh,Perak,P013,Oolong Tea,Tea,Oolong Tea,32,45,4,128,180,52
36274,7/12/2021,S006,Central,Shah Alam,Selangor,P013,Oolong Tea,Tea,Oolong Tea,32,45,4,128,180,52
36275,7/12/2021,S016,Southern,Sendayan,Negeri Sembilan,P013,Oolong Tea,Tea,Oolong Tea,32,45,9,288,405,117
36276,7/12/2021,S016,Southern,Sendayan,Negeri Sembilan,P012,Matcha Green Tea,Tea,Green Tea,35,50,5,175,250,75
36277,7/12/2021,S001,Northern,Alor Setar,Kedah,P012,Matcha Green Tea,Tea,Green Tea,35,50,1,35,50,15
36278,7/12/2021,S017,East Coast,Kota Bharu,Kelantan,P012,Matcha Green Tea,Tea,Green Tea,35,50,5,175,250,75
36279,7/12/2021,S003,Northern,Ipoh,Perak,P010,English Breakfast Tea,Tea,Black Tea,18,25,4,72,100,28
36280,7/12/2021,S019,East Coast,Kuantan,Pahang,P010,English Breakfast Tea,Tea,Black Tea,18,25,6,108,150,42
36281,7/12/2021,S017,East Coast,Kota Bharu,Kelantan,P010,English Breakfast Tea,Tea,Black Tea,18,25,1,18,25,7
36282,7/12/2021,S008,Central,Petaling Jaya,Selangor,P010,English Breakfast Tea,Tea,Black Tea,18,25,4,72,100,28
36283,7/12/2021,S015,Southern,Seremban 2,Negeri Sembilan,P010,English Breakfast Tea,Tea,Black Tea,18,25,4,72,100,28
36284,7/12/2021,S013,Southern,Melaka,Melaka,P010,English Breakfast Tea,Tea,Black Tea,18,25,2,36,50,14
36285,7/12/2021,S004,Northern,Taiping,Perak,P011,Earl Grey Tea,Tea,Black Tea,20,28,5,100,140,40
36286,7/12/2021,S004,Northern,Taiping,Perak,P011,Earl Grey Tea,Tea,Black Tea,20,28,12,240,336,96
36287,7/12/2021,S001,Northern,Alor Setar,Kedah,P011,Earl Grey Tea,Tea,Black Tea,20,28,4,80,112,32
36288,7/12/2021,S003,Northern,Ipoh,Perak,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,1,10,15,5
36289,7/12/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,1,10,15,5
36290,7/12/2021,S002,Northern,George Town,Penang,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,5,50,75,25
36291,7/12/2021,S016,Southern,Sendayan,Negeri Sembilan,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,2,20,30,10
36292,7/12/2021,S002,Northern,George Town,Penang,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,3,36,54,18
36293,7/12/2021,S002,Northern,George Town,Penang,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,3,36,54,18
36294,7/12/2021,S008,Central,Petaling Jaya,Selangor,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,7,84,126,42
36295,7/12/2021,S004,Northern,Taiping,Perak,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,11,88,132,44
36296,7/12/2021,S015,Southern,Seremban 2,Negeri Sembilan,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,7,56,84,28
36297,8/12/2021,S014,Southern,Seremban,Negeri Sembilan,P003,Dark Roast Beans,Coffee,Beans,42,55,2,84,110,26
36298,8/12/2021,S014,Southern,Seremban,Negeri Sembilan,P003,Dark Roast Beans,Coffee,Beans,42,55,4,168,220,52
36299,8/12/2021,S002,Northern,George Town,Penang,P003,Dark Roast Beans,Coffee,Beans,42,55,5,210,275,65
36300,8/12/2021,S019,East Coast,Kuantan,Pahang,P003,Dark Roast Beans,Coffee,Beans,42,55,2,84,110,26
36301,8/12/2021,S007,Central,Cyberjaya,Selangor,P003,Dark Roast Beans,Coffee,Beans,42,55,4,168,220,52
36302,8/12/2021,S007,Central,Cyberjaya,Selangor,P003,Dark Roast Beans,Coffee,Beans,42,55,11,462,605,143
36303,8/12/2021,S008,Central,Petaling Jaya,Selangor,P003,Dark Roast Beans,Coffee,Beans,42,55,1,42,55,13
36304,8/12/2021,S001,Northern,Alor Setar,Kedah,P001,Arabica Coffee Beans,Coffee,Beans,45,60,1,45,60,15
36305,8/12/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P001,Arabica Coffee Beans,Coffee,Beans,45,60,5,225,300,75
36306,8/12/2021,S018,East Coast,Kuala Terengganu,Terengganu,P001,Arabica Coffee Beans,Coffee,Beans,45,60,1,45,60,15
36307,8/12/2021,S011,Southern,Iskandar Puteri,Johor,P002,Robusta Coffee Beans,Coffee,Beans,38,50,5,190,250,60
36308,8/12/2021,S010,Southern,Johor Bahru,Johor,P002,Robusta Coffee Beans,Coffee,Beans,38,50,2,76,100,24
36309,8/12/2021,S013,Southern,Melaka,Melaka,P002,Robusta Coffee Beans,Coffee,Beans,38,50,10,380,500,120
36310,8/12/2021,S002,Northern,George Town,Penang,P002,Robusta Coffee Beans,Coffee,Beans,38,50,10,380,500,120
36311,8/12/2021,S003,Northern,Ipoh,Perak,P002,Robusta Coffee Beans,Coffee,Beans,38,50,9,342,450,108
36312,8/12/2021,S001,Northern,Alor Setar,Kedah,P005,Robusta Ground Coffee,Coffee,Ground,26,35,1,26,35,9
36313,8/12/2021,S006,Central,Shah Alam,Selangor,P005,Robusta Ground Coffee,Coffee,Ground,26,35,9,234,315,81
36314,8/12/2021,S016,Southern,Sendayan,Negeri Sembilan,P005,Robusta Ground Coffee,Coffee,Ground,26,35,12,312,420,108
36315,8/12/2021,S010,Southern,Johor Bahru,Johor,P005,Robusta Ground Coffee,Coffee,Ground,26,35,4,104,140,36
36316,8/12/2021,S001,Northern,Alor Setar,Kedah,P004,Arabica Ground Coffee,Coffee,Ground,30,40,8,240,320,80
36317,8/12/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P004,Arabica Ground Coffee,Coffee,Ground,30,40,1,30,40,10
36318,8/12/2021,S008,Central,Petaling Jaya,Selangor,P004,Arabica Ground Coffee,Coffee,Ground,30,40,12,360,480,120
36319,8/12/2021,S016,Southern,Sendayan,Negeri Sembilan,P004,Arabica Ground Coffee,Coffee,Ground,30,40,1,30,40,10
36320,8/12/2021,S010,Southern,Johor Bahru,Johor,P006,Instant Coffee,Coffee,Instant,18,25,5,90,125,35
36321,8/12/2021,S017,East Coast,Kota Bharu,Kelantan,P006,Instant Coffee,Coffee,Instant,18,25,7,126,175,49
36322,8/12/2021,S019,East Coast,Kuantan,Pahang,P006,Instant Coffee,Coffee,Instant,18,25,9,162,225,63
36323,8/12/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P013,Oolong Tea,Tea,Oolong Tea,32,45,3,96,135,39
36324,8/12/2021,S009,Central,Putrajaya,WP Putrajaya,P013,Oolong Tea,Tea,Oolong Tea,32,45,8,256,360,104
36325,8/12/2021,S009,Central,Putrajaya,WP Putrajaya,P013,Oolong Tea,Tea,Oolong Tea,32,45,8,256,360,104
36326,8/12/2021,S019,East Coast,Kuantan,Pahang,P013,Oolong Tea,Tea,Oolong Tea,32,45,5,160,225,65
36327,8/12/2021,S014,Southern,Seremban,Negeri Sembilan,P013,Oolong Tea,Tea,Oolong Tea,32,45,5,160,225,65
36328,8/12/2021,S011,Southern,Iskandar Puteri,Johor,P013,Oolong Tea,Tea,Oolong Tea,32,45,4,128,180,52
36329,8/12/2021,S013,Southern,Melaka,Melaka,P013,Oolong Tea,Tea,Oolong Tea,32,45,1,32,45,13
36330,8/12/2021,S014,Southern,Seremban,Negeri Sembilan,P012,Matcha Green Tea,Tea,Green Tea,35,50,1,35,50,15
36331,8/12/2021,S004,Northern,Taiping,Perak,P010,English Breakfast Tea,Tea,Black Tea,18,25,5,90,125,35
36332,8/12/2021,S001,Northern,Alor Setar,Kedah,P010,English Breakfast Tea,Tea,Black Tea,18,25,5,90,125,35
36333,8/12/2021,S017,East Coast,Kota Bharu,Kelantan,P010,English Breakfast Tea,Tea,Black Tea,18,25,5,90,125,35
36334,8/12/2021,S010,Southern,Johor Bahru,Johor,P010,English Breakfast Tea,Tea,Black Tea,18,25,10,180,250,70
36335,8/12/2021,S012,Southern,Senai,Johor,P011,Earl Grey Tea,Tea,Black Tea,20,28,4,80,112,32
36336,8/12/2021,S012,Southern,Senai,Johor,P011,Earl Grey Tea,Tea,Black Tea,20,28,4,80,112,32
36337,8/12/2021,S011,Southern,Iskandar Puteri,Johor,P011,Earl Grey Tea,Tea,Black Tea,20,28,11,220,308,88
36338,8/12/2021,S016,Southern,Sendayan,Negeri Sembilan,P011,Earl Grey Tea,Tea,Black Tea,20,28,4,80,112,32
36339,8/12/2021,S002,Northern,George Town,Penang,P011,Earl Grey Tea,Tea,Black Tea,20,28,5,100,140,40
36340,8/12/2021,S002,Northern,George Town,Penang,P011,Earl Grey Tea,Tea,Black Tea,20,28,6,120,168,48
36341,8/12/2021,S010,Southern,Johor Bahru,Johor,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,4,40,60,20
36342,8/12/2021,S010,Southern,Johor Bahru,Johor,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,5,50,75,25
36343,8/12/2021,S013,Southern,Melaka,Melaka,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,5,60,90,30
36344,8/12/2021,S002,Northern,George Town,Penang,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,5,60,90,30
36345,8/12/2021,S018,East Coast,Kuala Terengganu,Terengganu,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,3,36,54,18
36346,8/12/2021,S004,Northern,Taiping,Perak,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,7,56,84,28
36347,8/12/2021,S001,Northern,Alor Setar,Kedah,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,5,40,60,20
36348,8/12/2021,S017,East Coast,Kota Bharu,Kelantan,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,1,8,12,4
36349,8/12/2021,S014,Southern,Seremban,Negeri Sembilan,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,1,8,12,4
36350,9/12/2021,S010,Southern,Johor Bahru,Johor,P003,Dark Roast Beans,Coffee,Beans,42,55,5,210,275,65
36351,9/12/2021,S016,Southern,Sendayan,Negeri Sembilan,P003,Dark Roast Beans,Coffee,Beans,42,55,4,168,220,52
36352,9/12/2021,S002,Northern,George Town,Penang,P003,Dark Roast Beans,Coffee,Beans,42,55,1,42,55,13
36353,9/12/2021,S001,Northern,Alor Setar,Kedah,P003,Dark Roast Beans,Coffee,Beans,42,55,1,42,55,13
36354,9/12/2021,S009,Central,Putrajaya,WP Putrajaya,P003,Dark Roast Beans,Coffee,Beans,42,55,1,42,55,13
36355,9/12/2021,S006,Central,Shah Alam,Selangor,P003,Dark Roast Beans,Coffee,Beans,42,55,4,168,220,52
36356,9/12/2021,S008,Central,Petaling Jaya,Selangor,P003,Dark Roast Beans,Coffee,Beans,42,55,4,168,220,52
36357,9/12/2021,S008,Central,Petaling Jaya,Selangor,P001,Arabica Coffee Beans,Coffee,Beans,45,60,7,315,420,105
36358,9/12/2021,S001,Northern,Alor Setar,Kedah,P001,Arabica Coffee Beans,Coffee,Beans,45,60,2,90,120,30
36359,9/12/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P001,Arabica Coffee Beans,Coffee,Beans,45,60,1,45,60,15
36360,9/12/2021,S017,East Coast,Kota Bharu,Kelantan,P001,Arabica Coffee Beans,Coffee,Beans,45,60,4,180,240,60
36361,9/12/2021,S010,Southern,Johor Bahru,Johor,P001,Arabica Coffee Beans,Coffee,Beans,45,60,4,180,240,60
36362,9/12/2021,S015,Southern,Seremban 2,Negeri Sembilan,P001,Arabica Coffee Beans,Coffee,Beans,45,60,5,225,300,75
36363,9/12/2021,S018,East Coast,Kuala Terengganu,Terengganu,P002,Robusta Coffee Beans,Coffee,Beans,38,50,4,152,200,48
36364,9/12/2021,S004,Northern,Taiping,Perak,P005,Robusta Ground Coffee,Coffee,Ground,26,35,7,182,245,63
36365,9/12/2021,S001,Northern,Alor Setar,Kedah,P005,Robusta Ground Coffee,Coffee,Ground,26,35,9,234,315,81
36366,9/12/2021,S001,Northern,Alor Setar,Kedah,P004,Arabica Ground Coffee,Coffee,Ground,30,40,4,120,160,40
36367,9/12/2021,S018,East Coast,Kuala Terengganu,Terengganu,P004,Arabica Ground Coffee,Coffee,Ground,30,40,10,300,400,100
36368,9/12/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P004,Arabica Ground Coffee,Coffee,Ground,30,40,5,150,200,50
36369,9/12/2021,S006,Central,Shah Alam,Selangor,P004,Arabica Ground Coffee,Coffee,Ground,30,40,1,30,40,10
36370,9/12/2021,S008,Central,Petaling Jaya,Selangor,P004,Arabica Ground Coffee,Coffee,Ground,30,40,5,150,200,50
36371,9/12/2021,S013,Southern,Melaka,Melaka,P004,Arabica Ground Coffee,Coffee,Ground,30,40,4,120,160,40
36372,9/12/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P006,Instant Coffee,Coffee,Instant,18,25,1,18,25,7
36373,9/12/2021,S004,Northern,Taiping,Perak,P013,Oolong Tea,Tea,Oolong Tea,32,45,2,64,90,26
36374,9/12/2021,S014,Southern,Seremban,Negeri Sembilan,P013,Oolong Tea,Tea,Oolong Tea,32,45,4,128,180,52
36375,9/12/2021,S016,Southern,Sendayan,Negeri Sembilan,P012,Matcha Green Tea,Tea,Green Tea,35,50,3,105,150,45
36376,9/12/2021,S011,Southern,Iskandar Puteri,Johor,P012,Matcha Green Tea,Tea,Green Tea,35,50,5,175,250,75
36377,9/12/2021,S009,Central,Putrajaya,WP Putrajaya,P012,Matcha Green Tea,Tea,Green Tea,35,50,2,70,100,30
36378,9/12/2021,S009,Central,Putrajaya,WP Putrajaya,P012,Matcha Green Tea,Tea,Green Tea,35,50,1,35,50,15
